year,speaker,village,language_family,gender,education,year_of_birth,position,head_lexical_class,head_length,head,gen_lexical_class,gen_referentiality,gen_individuation,gen_length,givenness,gen,line
1952,1952_Chuni,Chuni,Nakh-Daghestanian,m,higher,≥1950,left,kinship,one-word,сын,proper_human,definite,sg,multi-word,hnew_ggiven,Магомеда,Это как раз этого Муртазалиева Магомеда сын этот Ахмед Муртазали есть там .
1952,1952_Chuni,Chuni,Nakh-Daghestanian,m,higher,≥1950,right,non_kinship,one-word,альбом,human_other,definite,non_sg,one-word,hnew_ggiven,участников,"У меня альбом есть участников, фотографии есть со всеми…"
1952,1952_Chuni,Chuni,Nakh-Daghestanian,m,higher,≥1950,right,non_kinship,one-word,базары,non_human,definite,sg,one-word,other,Дагестана,Всё это возили и продавали на базарах Дагестана .
1952,1952_Chuni,Chuni,Nakh-Daghestanian,m,higher,≥1950,right,non_kinship,one-word,глава,non_human,definite,sg,one-word,other,администрации,А второй я не знаю он вот это глава администрации он тоже держит .
1952,1952_Chuni,Chuni,Nakh-Daghestanian,m,higher,≥1950,right,non_kinship,one-word,говор,non_human,definite,sg,multi-word,other,села,И защитился на говоре села Чуни Левашинского района .
1952,1952_Chuni,Chuni,Nakh-Daghestanian,m,higher,≥1950,right,non_kinship,one-word,директор,non_human,definite,sg,one-word,other,школы,Ну Кутишах директором школы он был .
1952,1952_Chuni,Chuni,Nakh-Daghestanian,m,higher,≥1950,right,non_kinship,one-word,директор,non_human,definite,sg,one-word,hnew_ggiven,школы,В нашем селении двадцать восьмом году он открыл школу директором школы тоже он был .
1952,1952_Chuni,Chuni,Nakh-Daghestanian,m,higher,≥1950,right,non_kinship,one-word,директор,non_human,definite,sg,one-word,hnew_ggiven,школы,Вот… Когда начальную школу тоже в тридцать третьем году русскую вот начальную школу открыли тоже директором школы был .
1952,1952_Chuni,Chuni,Nakh-Daghestanian,m,higher,≥1950,right,non_kinship,one-word,директор,non_human,definite,sg,one-word,other,школы,Кутишах директором школы Какамахи Какамахи директором школы вот наш дедушка работал .
1952,1952_Chuni,Chuni,Nakh-Daghestanian,m,higher,≥1950,right,non_kinship,one-word,директор,non_human,definite,sg,one-word,other,школы,Кутишах директором школы Какамахи Какамахи директором школы вот наш дедушка работал .
1952,1952_Chuni,Chuni,Nakh-Daghestanian,m,higher,≥1950,right,non_kinship,one-word,история,non_human,definite,sg,one-word,other,Дагестана,Я где - то уже можно сказать с восьмидесятого года над языком над историей Дагестана над историей села я работаю постоянно .
1952,1952_Chuni,Chuni,Nakh-Daghestanian,m,higher,≥1950,right,non_kinship,multi-word,корреспондент,non_human,definite,sg,multi-word,other,"газеты "" БагӀараб байрахъ ""","Он печатался я же говорю он был… селькором работал внештатным корреспондентом газеты "" БагӀараб байрахъ "" сейчас "" Истина "" ."
1952,1952_Chuni,Chuni,Nakh-Daghestanian,m,higher,≥1950,right,non_kinship,one-word,люди,non_human,definite,non_sg,multi-word,other,года,Я знал людей восемьсот семьдесят восьмого года рождения .
1952,1952_Chuni,Chuni,Nakh-Daghestanian,m,higher,≥1950,right,non_kinship,multi-word,перепись,non_human,definite,non_sg,multi-word,other,года,Ну у меня есть перепись восемьсот семидесятого года .
1952,1952_Chuni,Chuni,Nakh-Daghestanian,m,higher,≥1950,right,non_kinship,one-word,писатели,non_human,definite,sg,one-word,hnew_ggiven,России,Член союза писателей России .
1952,1952_Chuni,Chuni,Nakh-Daghestanian,m,higher,≥1950,right,non_kinship,multi-word,поселек Рощино,non_human,definite,sg,multi-word,other,района,Остальные - в Ставропольском крае посёлок Рощино Курского района - там я школу окончил десятилетку .
1952,1952_Chuni,Chuni,Nakh-Daghestanian,m,higher,≥1950,right,non_kinship,one-word,селение,non_human,definite,sg,multi-word,other,района,Отсюда Гъулетти называется селение сейчас Акушинского района .
1952,1952_Chuni,Chuni,Nakh-Daghestanian,m,higher,≥1950,right,non_kinship,multi-word,село Чуни,non_human,definite,sg,multi-word,other,района,И защитился на говоре села Чуни Левашинского района .
1952,1952_Chuni,Chuni,Nakh-Daghestanian,m,higher,≥1950,right,non_kinship,one-word,участник,non_human,definite,sg,multi-word,other,армии…,Участники трудовой армии…
1952,1952_Chuni,Chuni,Nakh-Daghestanian,m,higher,≥1950,right,non_kinship,one-word,участники,non_human,definite,sg,multi-word,other,армии,Шестьдесят шесть человек - участники трудовой армии .
1952,1952_Chuni,Chuni,Nakh-Daghestanian,m,higher,≥1950,right,non_kinship,one-word,факультет,non_human,definite,non_sg,multi-word,other,филологии,И затем вот факультет дагестанской филологии окончил в девяносто третьем году заочно .
1952,1952_Chuni,Chuni,Nakh-Daghestanian,m,higher,≥1950,right,non_kinship,one-word,член,non_human,definite,sg,multi-word,other,союза,Член союза писателей России .
1952,1952_Ubeki,Ubeki,Nakh-Daghestanian,m,lower,≥1950,right,non_kinship,multi-word,глава,non_human,definite,sg,one-word,other,администрации,двух глав администрации
1952,1952_Ubeki,Ubeki,Nakh-Daghestanian,m,lower,≥1950,right,non_kinship,one-word,конец,non_human,definite,non_sg,one-word,hnew_ggiven,войны,конец войны . . . потом японская
1953,1953_Jangikent,Jangikent,Turkic,f,higher,≥1950,right,non_kinship,one-word,директор,non_human,definite,sg,one-word,other,совхоза,директор совхоза был
1953,1953_Jangikent,Jangikent,Turkic,m,higher,≥1950,right,non_kinship,one-word,глава,non_human,definite,sg,one-word,other,администрации,Вот это . . . Да да… … видимо вот этот гла глава администрации там он знает наверно там . Ну можно было спросить . . . #говорит на другом языке# Вот это интересно было б самому тоже интересно какого года с какого года начался нрзб… … это просто я говорю самому…
1953,1953_Mehweb,Mehweb,Nakh-Daghestanian,f,higher,≥1950,left,kinship,one-word,брат,kinship,definite,sg,multi-word,hnew_ggiven,мамы,Это нашей м нашей мамы э - э брата э - э гость был .
1953,1953_Mehweb,Mehweb,Nakh-Daghestanian,f,higher,≥1950,right,non_kinship,one-word,голос,kinship,definite,sg,one-word,other,папы,Э дол = должен был он пойти . Оказывается он туда услышал голос па = папы .
1953,1953_Mehweb,Mehweb,Nakh-Daghestanian,f,higher,≥1950,right,non_kinship,one-word,гость,kinship,definite,sg,one-word,hnew_ggiven,брата,гость маминого брата
1953,1953_Mehweb,Mehweb,Nakh-Daghestanian,f,higher,≥1950,right,non_kinship,one-word,названия,non_human,definite,non_sg,multi-word,hnew_ggiven,сёл,М - м названия этих сёл .
1958,1958_Itsari,Itsari,Nakh-Daghestanian,m,lower,≥1950,left,kinship,one-word,брат,kinship,definite,sg,one-word,hnew_ggiven,отца,А . отца брат в редакции газеты районной газеты «Сельская жизнь» работал в Уркурахе
1958,1958_Itsari,Itsari,Nakh-Daghestanian,m,lower,≥1950,left,kinship,one-word,сестра,kinship,definite,sg,multi-word,hnew_ggiven,матери,"И мой ровесник это моё и{безраб%} который имя носит брат тоже армии остался я тоже не помню а сестру моей, матери сестру помню ."
1958,1958_Itsari,Itsari,Nakh-Daghestanian,m,lower,≥1950,right,non_kinship,one-word,диалект,non_human,definite,non_sg,multi-word,other,языка,Наш язык они не поймут . Когда я свой разговариваю . чисто . диалект ицаринского языка когда буду разговаривать они не поймут .
1958,1958_Itsari,Itsari,Nakh-Daghestanian,m,lower,≥1950,right,non_kinship,multi-word,письмо,non_human,definite,sg,one-word,other,Польши,Шестые там го{безраб%} голове я не знаю лётчик он в сорок четвёртом году говорит пахан я получил треугольное письмо Польши .
1958,1958_Itsari,Itsari,Nakh-Daghestanian,m,lower,≥1950,right,non_kinship,one-word,редакция,non_human,definite,sg,multi-word,other,районной газеты «Сельская жизнь»,А . отца брат в редакции газеты районной газеты «Сельская жизнь» работал в Уркурахе
1958,1958_Itsari,Itsari,Nakh-Daghestanian,m,lower,≥1950,right,non_kinship,one-word,смерть,proper_human,definite,sg,one-word,other,Сталина,Колхозы туда всё держать и там жили жили . После этого они как потихоньку как после смерти Сталина
1961,1961_Jangikent,Jangikent,Turkic,m,lower,≥1950,left,kinship,one-word,дядя,kinship,definite,sg,one-word,hnew_ggiven,деда,Да да ! Дед дяд деда дядя получается .
1961,1961_Jangikent,Jangikent,Turkic,m,lower,≥1950,left,kinship,one-word,кто (дядя),kinship,definite,sg,multi-word,hnew_ggiven,деда…,Аа{а*} эти раскопки… Вот говорят ээ{э*} моего… моего деда… моего деда… кто получается он ? . .
1961,1961_Jangikent,Jangikent,Turkic,m,lower,≥1950,left,kinship,one-word,мать,kinship,definite,sg,one-word,hnew_ggiven,отца,Бабушку мою вот ээ{э*} не помню и не видел и не знаю… отца мать . Вот . А материбабушмать…
1961,1961_Jangikent,Jangikent,Turkic,m,lower,≥1950,left,kinship,one-word,мать,kinship,definite,sg,one-word,hnew_ggiven,отца,Вот отца мать умерла когда… вот он поженился второй раз . Второй раз женился ну у них детей не было .
1961,1961_Jangikent,Jangikent,Turkic,m,lower,≥1950,left,kinship,one-word,мачеха,kinship,definite,sg,one-word,hnew_ggiven,отца,Та{да*} нет ну чуть вот чуть - чуть так чуть - чуть может быть . А так нет не знал . А даргинский может быть . У него отца мачеха даргинка была .
1961,1961_Jangikent,Jangikent,Turkic,m,lower,≥1950,left,kinship,one-word,отец,kinship,definite,sg,one-word,hnew_ggiven,матери,Вот . И помню матери отца
1961,1961_Jangikent,Jangikent,Turkic,m,lower,≥1950,left,kinship,one-word,отец,kinship,definite,sg,one-word,hnew_ggiven,отца,А вот отца отец старше был . Да . Ну там на четыре на пять лет может вот так старше .
1963,1963_Archib,Archib,Nakh-Daghestanian,f,lower,≥1950,left,kinship,one-word,жена,kinship,definite,sg,multi-word,hnew_ggiven,Буты дяди,Буты дяди жена вот эта Чамасдак .
1963,1963_Archib,Archib,Nakh-Daghestanian,f,lower,≥1950,left,kinship,one-word,жена,kinship,definite,sg,one-word,hnew_ggiven,мужа,Чамасдак мужа бывшая жена умершая они вместе одного селения .
1963,1963_Archib,Archib,Nakh-Daghestanian,f,lower,≥1950,left,kinship,one-word,муж,kinship,definite,sg,one-word,hnew_ggiven,сестры,брата посадили сестры мужа в тюрьму посадили из за этого она не хотела с ними жить – как будто вражда же получается .
1963,1963_Archib,Archib,Nakh-Daghestanian,f,lower,≥1950,left,kinship,multi-word,муж и брат,kinship,definite,sg,multi-word,hnew_ggiven,сестры,ее сестры муж и брат в тюрьму посадили из за какой - то аварии бывает же
1963,1963_Archib,Archib,Nakh-Daghestanian,f,lower,≥1950,left,kinship,multi-word,родная сестра,kinship,definite,sg,one-word,hnew_ggiven,дедушки,Она наша родственница дедушки родная сестра у нее свекруха .
1963,1963_Archib,Archib,Nakh-Daghestanian,f,lower,≥1950,right,non_kinship,one-word,ровесник,kinship,definite,sg,multi-word,other,сестры,Нет . Он ровесник моей старшей сестры .
1963,1963_Archib,Archib,Nakh-Daghestanian,f,lower,≥1950,right,kinship,one-word,сестры,kinship,definite,sg,one-word,hnew_ggiven,мужа,Сестры мужа бабушка.
1964,1964_Moskva,Moskva,Nakh-Daghestanian,f,higher,≥1950,left,kinship,one-word,жена,human_other,definite,sg,multi-word,hnew_ggiven,директора,"А, ещё одна, директора нашего жена ."
1964,1964_Moskva,Moskva,Nakh-Daghestanian,f,higher,≥1950,left,kinship,one-word,свекровь,kinship,definite,sg,multi-word,hnew_ggiven,сестры,Мунириной моей сестры свекровь как раз - таки она так говорит :
1964,1964_Moskva,Moskva,Nakh-Daghestanian,f,higher,≥1950,right,non_kinship,one-word,автор,non_human,definite,sg,multi-word,hnew_ggiven,книги,И вот там параллель проводится у этой Гасанова там есть автор вот той книги .
1964,1964_Moskva,Moskva,Nakh-Daghestanian,f,higher,≥1950,right,non_kinship,multi-word,ветка,non_human,definite,sg,multi-word,other,Великого Шелкового Пути,И вот якобы по этой ветке Великого Шёлкового Пути которые шли караваны наши наши вот наш тухум .
1964,1964_Moskva,Moskva,Nakh-Daghestanian,f,higher,≥1950,right,non_kinship,one-word,веточка,non_human,definite,sg,multi-word,other,Великого Шелкового Пути,Между Муги и между нами - одна из веточек Великого Шёлкового Пути .
1964,1964_Moskva,Moskva,Nakh-Daghestanian,f,higher,≥1950,right,non_kinship,one-word,глава,non_human,definite,sg,one-word,other,администрации,Да да да глава администрации в селе .
1964,1964_Moskva,Moskva,Nakh-Daghestanian,f,higher,≥1950,right,non_kinship,multi-word,глава,non_human,definite,sg,multi-word,other,администрации,Но сейчас в последнее время вот новый глава администрации села у нас есть он сказал чтобы записали нас как даргинцев.
1964,1964_Moskva,Moskva,Nakh-Daghestanian,f,higher,≥1950,right,non_kinship,one-word,глава,non_human,definite,sg,one-word,hnew_ggiven,семьи,Она так сказать становилась главой семьи .
1964,1964_Moskva,Moskva,Nakh-Daghestanian,f,higher,≥1950,right,non_kinship,one-word,гнев,proper_human,definite,sg,one-word,other,Тимура,И якобы спасаясь от гнева Тимура наши убежали .
1964,1964_Moskva,Moskva,Nakh-Daghestanian,f,higher,≥1950,right,non_kinship,one-word,годы,non_human,definite,non_sg,one-word,other,войны,Во - вторых в годы войны в кавалерию они отдали большое количество лошадей .
1964,1964_Moskva,Moskva,Nakh-Daghestanian,f,higher,≥1950,right,non_kinship,one-word,годы,non_human,definite,non_sg,one-word,other,войны,Например в годы войны насчитывалось двадцать три - двадцать восемь тысяч баранов .
1964,1964_Moskva,Moskva,Nakh-Daghestanian,f,higher,≥1950,right,non_kinship,one-word,голос,non_human,definite,sg,one-word,other,Америки,"Анвар… Они ловили "" Голос Америки "" тоже слушали ."
1964,1964_Moskva,Moskva,Nakh-Daghestanian,f,higher,≥1950,right,non_kinship,multi-word,горлышко,non_human,definite,sg,one-word,hnew_ggiven,маслобойки…,А само горлышко маслобойки…
1964,1964_Moskva,Moskva,Nakh-Daghestanian,f,higher,≥1950,right,non_kinship,one-word,города,non_human,definite,non_sg,one-word,other,Дагестана,Всего… Ну наверное… В городах Дагестана ?
1964,1964_Moskva,Moskva,Nakh-Daghestanian,f,higher,≥1950,right,non_kinship,one-word,города,non_human,definite,sg,one-word,other,Дагестана,но в городах Дагестана наверное всего у нас наверное около… тысячи пятисот человек .
1964,1964_Moskva,Moskva,Nakh-Daghestanian,f,higher,≥1950,right,non_kinship,one-word,граница,non_human,definite,non_sg,multi-word,other,Тляратинских и Чародинских гор,Это граница Тляратинских и Чародинских гор .
1964,1964_Moskva,Moskva,Nakh-Daghestanian,f,higher,≥1950,right,non_kinship,one-word,директор,non_human,definite,sg,multi-word,other,школы,Первый он появился у директора нашей школы .
1964,1964_Moskva,Moskva,Nakh-Daghestanian,f,higher,≥1950,right,kinship,one-word,жена,human_other,definite,sg,one-word,hnew_ggiven,директора,Это жена директора ну естественно она никуда не денется .
1964,1964_Moskva,Moskva,Nakh-Daghestanian,f,higher,≥1950,right,non_kinship,one-word,история,non_human,definite,sg,one-word,other,Дагестана,"Бабушка говорила и есть книги "" Очерки по истории Дагестана "" например"
1964,1964_Moskva,Moskva,Nakh-Daghestanian,f,higher,≥1950,right,non_kinship,one-word,количество,human_other,definite,non_sg,one-word,other,жителей,От этого будет зависеть количество жителей .
1964,1964_Moskva,Moskva,Nakh-Daghestanian,f,higher,≥1950,right,non_kinship,one-word,конец,non_human,definite,non_sg,multi-word,other,века,Где - то конец четырнадцатого века получается .
1964,1964_Moskva,Moskva,Nakh-Daghestanian,f,higher,≥1950,right,non_kinship,one-word,конец,non_human,definite,non_sg,multi-word,other,века,Но даже ближе к концу где - то… К концу этого девятнадцатого века .
1964,1964_Moskva,Moskva,Nakh-Daghestanian,f,higher,≥1950,right,non_kinship,one-word,мельница,proper_human,definite,sg,one-word,other,Резвана,"Фактич… Буквально это "" мельница Резвана"
1964,1964_Moskva,Moskva,Nakh-Daghestanian,f,higher,≥1950,right,non_kinship,one-word,могила,human_other,definite,sg,multi-word,other,человека,У нас существует поверие что хоть одна вещь если куда - то попадёт из могилы этого человека не миновать беды .
1964,1964_Moskva,Moskva,Nakh-Daghestanian,f,higher,≥1950,right,non_kinship,multi-word,падежи,non_human,definite,non_sg,multi-word,hnew_ggiven,языка,Наши не осилят все падежи даргинского языка .
1964,1964_Moskva,Moskva,Nakh-Daghestanian,f,higher,≥1950,right,non_kinship,one-word,походы,proper_human,definite,sg,one-word,other,Тимура,Потому что один из походов Тимура датируется этим временем .
1964,1964_Moskva,Moskva,Nakh-Daghestanian,f,higher,≥1950,right,non_kinship,multi-word,райком,non_human,definite,non_sg,one-word,other,партии,А был ещё например наш односельчанин который работал первым секретарём райкома партии в Гунибе .
1964,1964_Moskva,Moskva,Nakh-Daghestanian,f,higher,≥1950,right,non_kinship,one-word,свод,non_human,definite,non_sg,one-word,other,законов,У нас ведь был написан свой кодекс и свод законов - Андалальское Вольное общество имело это .
1964,1964_Moskva,Moskva,Nakh-Daghestanian,f,higher,≥1950,right,non_kinship,multi-word,секретарь,non_human,definite,sg,multi-word,other,райкома,А был ещё например наш односельчанин который работал первым секретарём райкома партии в Гунибе .
1964,1964_Moskva,Moskva,Nakh-Daghestanian,f,higher,≥1950,right,non_kinship,one-word,секретарь,non_human,definite,sg,multi-word,other,ячейки,До этого он работал секретарём комсомольской ячейки в Мегебе .
1964,1964_Moskva,Moskva,Nakh-Daghestanian,f,higher,≥1950,right,non_kinship,multi-word,села,non_human,definite,sg,multi-word,other,Дагестана,И он вот… Вот тогда он сжёг многие сёла горного Дагестана .
1964,1964_Moskva,Moskva,Nakh-Daghestanian,f,higher,≥1950,right,non_kinship,one-word,селение,non_human,definite,sg,multi-word,other,района,Потому что из четырёх наших героев один герой соцтруда как - раз таки выходец из селения… Из селения [ нрзб ] Акушинского района .
1964,1964_Moskva,Moskva,Nakh-Daghestanian,f,higher,≥1950,right,non_kinship,one-word,село,proper_human,definite,sg,multi-word,other,Сони,Село Гаджиевой Сони как же оно называется…
1964,1964_Moskva,Moskva,Nakh-Daghestanian,f,higher,≥1950,right,non_kinship,multi-word,семья,kinship,definite,sg,one-word,other,отца,Да нас трое . Но в другой семье отца \ второй семье было четверо : брат и ещё три сестры .
1964,1964_Moskva,Moskva,Nakh-Daghestanian,f,higher,≥1950,right,non_kinship,one-word,стопятилетие,proper_human,definite,sg,multi-word,other,Магомеда,Вот сейчас ожидается стопятилетие Магомеда Гаждиева двадцать третьего двадцатого октября у нас будет это праздноваться .
1964,1964_Moskva,Moskva,Nakh-Daghestanian,f,higher,≥1950,right,non_kinship,one-word,толща,non_human,definite,sg,one-word,other,стены,И из… Первого во второй а со второго наверх вели якобы ступеньки отрытые в толще стены .
1964,1964_Moskva,Moskva,Nakh-Daghestanian,f,higher,≥1950,right,non_kinship,one-word,учебник,non_human,definite,non_sg,multi-word,other,года,У меня есть учебник пятьдесят седьмого года там… не учебник даже он… короче говоря там именно про языки говорится .
1964,1964_Moskva,Moskva,Nakh-Daghestanian,f,higher,≥1950,right,non_kinship,one-word,фундамент,non_human,definite,sg,one-word,other,сеновала,Просто закладывали фундамент сеновала и молодые ребята которые рыли фундамент наткнулись на могилу .
1964,1964_Moskva,Moskva,Nakh-Daghestanian,f,higher,≥1950,right,non_kinship,one-word,центр,non_human,definite,sg,one-word,other,села,Там есть дом который стоит в центре села .
1964,1964_Moskva,Moskva,Nakh-Daghestanian,f,higher,≥1950,right,non_kinship,multi-word,часть,non_human,definite,sg,one-word,hnew_ggiven,фермы,Где в какой части фермы даже это ?
1964,1964_Moskva,Moskva,Nakh-Daghestanian,f,higher,≥1950,right,non_kinship,one-word,член,non_human,definite,sg,multi-word,other,комиссии,Да он… он одним из членов этой комиссии был .
1964,1964_Moskva,Moskva,Nakh-Daghestanian,f,higher,≥1950,right,non_kinship,one-word,члены,non_human,definite,sg,multi-word,other,Общества,У нас… Наше село наряду с другими сёлами с двенадцатью сёлами Андалальского… является членами Андалальского Вольного Общества .
1964,1964_Moskva,Moskva,Nakh-Daghestanian,f,higher,≥1950,left,non_kinship,one-word,люди,non_human,definite,non_sg,multi-word,other,возраста,И сейчас вот например когда вот преклонного возраста люди пишут например что - то они пишут на аварском .
1964,1964_Moskva,Moskva,Nakh-Daghestanian,f,higher,≥1950,left,non_kinship,one-word,люди,non_human,definite,non_sg,multi-word,other,возраста,Лет семьдесят - семьдесят пять - вот этого возраста люди .
1964,1964_Moskva,Moskva,Nakh-Daghestanian,f,higher,≥1950,left,non_kinship,one-word,могила,kinship,definite,sg,multi-word,other,тёти,Вот как раз - таки я своей тёти могилу не могу найти .
1964,1964_Moskva,Moskva,Nakh-Daghestanian,f,higher,≥1950,left,non_kinship,one-word,сеновал,kinship,definite,sg,multi-word,other,мамы,Короче говоря новый сеновал фундамент закладывали моей одноклассницы мамы новый сеновал короче говоря там…
1964,1964_Moskva,Moskva,Nakh-Daghestanian,f,higher,≥1950,left,non_kinship,multi-word,ягнята,non_human,definite,non_sg,multi-word,other,приплода,К тому времени они должны были быть пострижены и к тому же мартовского приплода эти ягнята должны были подрасти чтобы они преодолели большую - большую дорогу .
1965,1965_Archib,Archib,Nakh-Daghestanian,f,higher,≥1950,left,kinship,one-word,жена,kinship,definite,sg,multi-word,hnew_ggiven,брата,Потом приходит приносит обед бабушка и ей говорит мм {м*} эта Карима мама Карима мама у неё брата жена короче родственницы они между собой двоюродные сёстры .
1965,1965_Archib,Archib,Nakh-Daghestanian,f,higher,≥1950,left,kinship,one-word,жена,proper_human,definite,sg,one-word,hnew_ggiven,Хана,Конечно она вот наша невестка это даргинка у нас это Хана жена же она вот так общалась она хо хорошо владела потому что у неё в квартире жили русские тогда учительницы ме`дсёстры
1965,1965_Archib,Archib,Nakh-Daghestanian,f,higher,≥1950,left,kinship,one-word,мама,kinship,definite,sg,one-word,hnew_ggiven,отца,Бабушка Зурмут . Это отца мама .
1965,1965_Archib,Archib,Nakh-Daghestanian,f,higher,≥1950,left,kinship,one-word,мама,proper_human,definite,sg,one-word,other,Карима,Карима мама я сестра и папа мы четвером {вчетвером*} пахали поле . Закончили поле и мы ждём бабушкина обеда на другой поле пока пойдём .
1965,1965_Archib,Archib,Nakh-Daghestanian,f,higher,≥1950,left,kinship,one-word,мама,proper_human,definite,sg,one-word,other,Карима,но чтобы как вот Карима мама книжки читала газеты читала такое у неё не было .
1965,1965_Archib,Archib,Nakh-Daghestanian,f,higher,≥1950,left,kinship,one-word,мама,proper_human,definite,sg,one-word,other,Карима,Но я не могу сказать она сколько классов окончила точно не могу сказать . Это мм {м*} Патимат Карима мама может сказать .
1965,1965_Archib,Archib,Nakh-Daghestanian,f,higher,≥1950,left,kinship,one-word,мама,proper_human,definite,sg,one-word,other,Карима,Потом приходит приносит обед бабушка и ей говорит мм {м*} эта Карима мама Карима мама у неё брата жена короче родственницы они между собой двоюродные сёстры .
1965,1965_Archib,Archib,Nakh-Daghestanian,f,higher,≥1950,left,kinship,one-word,мама,proper_human,definite,sg,one-word,other,Карима,Потом приходит приносит обед бабушка и ей говорит мм {м*} эта Карима мама Карима мама у неё брата жена короче родственницы они между собой двоюродные сёстры .
1965,1965_Archib,Archib,Nakh-Daghestanian,f,higher,≥1950,right,kinship,one-word,дедушка,kinship,definite,sg,multi-word,other,бабушки,Дибиром был это дедушка моей бабушки Бидо а он был будуном там мулла этом Кумухе самом большом мечети .
1965,1965_Archib,Archib,Nakh-Daghestanian,f,higher,≥1950,right,kinship,one-word,мама,kinship,definite,sg,multi-word,hnew_ggiven,мамы,Это мама моей мамы .
1965,1965_Ersi,Ersi,Turkic,m,higher,≥1950,right,non_kinship,one-word,глава,non_human,definite,sg,one-word,other,администрации,Потом ммм где глава администрации там
1965,1965_Zilo,Zilo,Nakh-Daghestanian,m,higher,≥1950,right,non_kinship,one-word,длина,non_human,definite,sg,multi-word,hnew_ggiven,бревна,Там мы нашли бревно . Длина этого бревна была одиннадцать метров .
1965,1965_Zilo,Zilo,Nakh-Daghestanian,m,higher,≥1950,right,non_kinship,one-word,количество,human_other,definite,non_sg,one-word,other,детей,Количество детей Кижани больше чем у нас хоть и количество населения здесь больше .
1965,1965_Zilo,Zilo,Nakh-Daghestanian,m,higher,≥1950,right,non_kinship,one-word,количество,human_other,definite,non_sg,one-word,other,населения,Количество детей Кижани больше чем у нас хоть и количество населения здесь больше .
1965,1965_Zilo,Zilo,Nakh-Daghestanian,m,higher,≥1950,right,non_kinship,multi-word,часть,non_human,definite,sg,one-word,hnew_ggiven,селения,Было вот сейчас половина села пустое . Старая часть селения пустая пустые .
1966,1966_Jangikent,Jangikent,Turkic,f,lower,≥1950,left,kinship,one-word,отец,kinship,definite,non_sg,one-word,other,матерей,… вообще . Она они сами тоже не помнят младшие сёстры отца не помнят своих матерей .
1966,1966_Jangikent,Jangikent,Turkic,f,lower,≥1950,right,kinship,one-word,мать,kinship,definite,sg,multi-word,hnew_ggiven,матери,Этот Гулвариат говорю мать моей матери .
1966,1966_Jangikent,Jangikent,Turkic,f,lower,≥1950,right,kinship,one-word,отец,kinship,definite,sg,multi-word,hnew_ggiven,матери,Этот у неё вот муж умер который вот отец моей матери умер раньше вот его тоже ссылку что ль послали его .
1966,1966_Jangikent,Jangikent,Turkic,f,lower,≥1950,left,non_kinship,one-word,имя,kinship,definite,sg,multi-word,other,матери,Да . Как раз её матери имя тоже это получается .
1966,1966_Jangikent,Jangikent,Turkic,f,lower,≥1950,left,non_kinship,one-word,имя,kinship,definite,sg,multi-word,other,матери,Тоже Гулвариат . Её матери имя дали тоже её матери имя . Она щас{сейчас*} Маджалис поехала эти купить тапочки эти нету щас её .
1966,1966_Jangikent,Jangikent,Turkic,f,lower,≥1950,left,non_kinship,one-word,имя,kinship,definite,sg,multi-word,other,матери,Тоже Гулвариат . Её матери имя дали тоже её матери имя . Она щас{сейчас*} Маджалис поехала эти купить тапочки эти нету щас её .
1970,1970_Archib,Archib,Nakh-Daghestanian,f,higher,≥1950,left,kinship,one-word,бабушка,kinship,definite,sg,one-word,hnew_ggiven,мужа,Моей сестры мужа бабушка .
1970,1970_Archib,Archib,Nakh-Daghestanian,f,higher,≥1950,left,kinship,multi-word,дети,kinship,definite,sg,multi-word,other,жены,Пятерых детей замуж отдала бывшей жены пятеро детей
1970,1970_Archib,Archib,Nakh-Daghestanian,f,higher,≥1950,left,kinship,one-word,мама,kinship,definite,sg,one-word,hnew_ggiven,свекрухи,Моей сестры свекрухи мама .
1970,1970_Archib,Archib,Nakh-Daghestanian,f,higher,≥1950,left,kinship,one-word,мачеха,kinship,definite,sg,multi-word,hnew_ggiven,бабушки,Бабушки мачеха его 12 раз она вышла замуж .
1970,1970_Archib,Archib,Nakh-Daghestanian,f,higher,≥1950,left,kinship,one-word,муж,kinship,definite,sg,multi-word,hnew_ggiven,сестры,Моей сестры мужа бабушка .
1970,1970_Archib,Archib,Nakh-Daghestanian,f,higher,≥1950,left,kinship,one-word,отец,proper_human,definite,sg,one-word,hnew_ggiven,Хаджи Мурадата,Первый раз за Хаджи Мурадата отца
1970,1970_Archib,Archib,Nakh-Daghestanian,f,higher,≥1950,left,kinship,one-word,свекруха,kinship,definite,sg,multi-word,hnew_ggiven,сестры,Моей сестры свекрухи мама .
1970,1970_Archib,Archib,Nakh-Daghestanian,f,higher,≥1950,left,kinship,one-word,свекруха,kinship,definite,sg,multi-word,hnew_ggiven,сестры,Хелиха была моей сестры свекруха тоже лачка .
1970,1970_Archib,Archib,Nakh-Daghestanian,f,higher,≥1950,left,kinship,one-word,сын,kinship,definite,sg,one-word,hnew_ggiven,сестры,Да за сестры сына вышла .
1970,1970_Archib,Archib,Nakh-Daghestanian,f,higher,≥1950,right,non_kinship,multi-word,директор,non_human,definite,sg,multi-word,other,школы,Наш директор нашей начальной школы вот его мама тоже вышла сколько раз ? Тоже вышла .
1970,1970_Archib,Archib,Nakh-Daghestanian,f,higher,≥1950,left,non_kinship,one-word,сторона,kinship,definite,sg,one-word,other,отца,"И свои родные братья, по крови, смотри, отца стороны, они к сестры тоже не приезжают ."
